Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
youlooksuspicious,US,3391,11110,107.170.101.39,107.170.101.39,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-11-22,DIGITALOCEAN-ASN-NY2 - Digital Ocean- Inc.- US,62567,10700,None
barron,FI,3386,5860,81.22.255.146,host-p146.esp.mediateam.fi,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-08-08,MEDIAM-AS - FI,39324,16500,None
eddie4nl,FR,3381,845,91.121.54.8,tor.eddie4.nl,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-01-13,OVH- FR,16276,19200,None
skydiver,DE,3377,11,93.104.209.61,m1129.contabo.host,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.6.10 on Linux,0,0,2014-09-09,MNET-AS Germany- DE,8767,24000,None
BernardCazeneuve,NL,3373,2862,51.15.51.159,159-51-15-51.rev.cloud.scaleway.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-12-11,AS12876 - FR,12876,15400,None
T0Relay1,DE,3367,5309,178.254.41.20,v21301.1blu.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.7 on Linux,0,0,2015-06-12,EVANZOAS - DE,42730,18100,None
scaletoer,NL,3365,3728,51.15.36.183,tor10.terjan.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-11-05,AS12876- FR,12876,20500,[2001:bc8:4700:2300::1:415]:443
DutchBackDoor,FR,3356,108,92.222.79.253,tor-exit-node01.syncaddict.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-23,OVH- FR,16276,11200,None
torpidsFRovh,FR,3351,1796,37.187.20.59,37-187-20-59.kimsufi.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.2-alpha on Linux,0,0,2013-08-10,OVH- FR,16276,15100,[2001:41d0:a:143b::1]:993
BTFO,NL,3348,210,45.32.233.191,45.32.233.191.vultr.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2017-02-12,AS-CHOOPA - Choopa- LLC- US,20473,18800,None
selma,RU,3348,818,188.165.28.152,ip152.ip-188-165-28.eu,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-07-29,OVH - FR,16276,14300,None
v01d,RU,3347,357,78.107.239.213,0890208593.static.corbina.ru,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2014-04-30,CORBINA-AS OJSC _Vimpelcom_- RU,8402,10700,None
AugusteFriedOnion,FR,3346,1126,5.135.152.66,zavatta.corl3ss.com,4443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.9 on FreeBSD,0,0,2016-03-13,OVH - FR,16276,18900,None
torRelay01,NL,3346,5723,188.166.87.161,188.166.87.161,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.8.6 on Linux,0,0,2015-05-05,DIGITALOCEAN-ASN-3- NL,202018,11800,None
whizzpopper02,US,3345,267,192.34.63.137,192.34.63.137,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.0.2-alpha on Linux,0,0,2014-04-15,SERVERSTACK-ASN - ServerStack- Inc.- US,46652,11000,None
Freya,NL,3344,144,51.15.47.62,freya.relay.torworld.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-10-28,AS12876 - FR,12876,11000,None
torpidsFRikoula,FR,3343,1796,213.246.56.95,88237hd56095.ikexpress.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.2-alpha on Linux,0,0,2015-06-30,IKOULA- FR,21409,8130,[2a00:c70:1:213:246:56:95:1]:993
OpenInternetDotIO,US,3341,770,208.113.166.5,apache2-wp226424.wp226424.dreamhostps.com,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-12-25,DREAMHOST-AS - New Dream Network- LLC- US,26347,8610,None
mamba,BG,3334,724,78.142.19.11,no-rdns.lalabhola.win,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-06,LOCODIGITAL-AS- UA,58277,9260,None
corky,NL,3329,552,146.185.253.101,vps.swiftslots.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-01-27,SERVERIUS-AS- NL,50673,16600,None
blttorlt,LT,3327,544,46.166.165.18,hst-46-166-165-18.balticservers.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-05-05,BALTICSERVERS1-AS- LT,16125,13400,None
TorDE4,DE,3327,1129,89.163.225.155,ms409.moonshot.servdiscount-customer.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-02-21,MYLOC-AS - DE,24961,20500,None
granby,AT,3326,1962,212.69.166.122,hunghung.castlegem.co.uk,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-08-09,NEO-ASN legacy Neotelecoms- FR,8218,15300,None
TORtitan,US,3326,5484,172.241.140.26,172.241.140.26,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-08-24,NOBIS-TECH - Nobis Technology Group- LLC- US,15003,9060,None
pook0oow,FR,3324,4162,195.154.162.172,ledu-giraud.fr,21,None,0,0,1,1,0,1,1,1,0,Tor 0.2.7.6 on OpenBSD,0,0,2014-07-24,AS12876- FR,12876,21900,None
Neldoreth,FR,3317,220,185.13.39.197,neldoreth.beor.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-08-15,FIRSTHEBERG- FR,197922,9100,None
mine,DE,3315,3439,46.38.237.221,heinrich5991.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-04-04,NETCUP-AS netcup GmbH- DE,197540,15100,None
KagamineLenARCA,NL,3301,196,51.15.2.226,on3.romanrm.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-02-13,AS12876- FR,12876,19400,None
KagamineLenEAngel,FR,3295,487,195.154.113.200,195-154-113-200.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-06-21,AS12876- FR,12876,17800,[2001:bc8:3829:100::1]:443
Unnamed,FR,3292,168,5.39.80.135,ns3267142.ip-5-39-80.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-07-23,OVH- FR,16276,6480,[2001:41d0:8:9287::1]:443
elektrobier1,NL,3284,803,95.211.138.51,www.electrobsd.org,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.3.0.3-alpha on ElectroBSD,0,0,2015-08-14,LEASEWEB-NL Netherlands- NL,60781,15300,None
kutowski,RO,3280,690,89.34.237.21,89.34.237.21,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-09-07,NETACTION - RO,25198,17800,None
Aerodynamik03,FR,3279,1155,193.70.43.76,76.ip-193-70-43.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2017-02-15,OVH - FR,16276,22600,None
nova,FR,3270,79,37.187.17.67,ks3352891.kimsufi.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-12-05,OVH- FR,16276,11600,None
h4x0rs,DE,3267,1753,78.46.112.219,h4.x0.rs,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2014-04-09,HETZNER-AS- DE,24940,15000,None
justarelay,FR,3267,137,46.105.185.36,46.105.185.36,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-02-22,OVH - FR,16276,24000,None
rixtyminutes,CA,3263,794,149.56.233.142,ip142.ip-149-56-233.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2016-08-10,OVH - FR,16276,13000,None
cepaGG,CA,3262,3815,167.114.89.195,tor-node.golden-gryphon.com,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-08-17,OVH- FR,16276,10500,None
LinuxLanNetAMS,NL,3261,1509,51.15.50.109,ns3.straub-nv.de,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-02-03,AS12876 - FR,12876,13100,None
ratcliff,NL,3258,3142,93.158.216.142,93.158.216.142,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-02-03,SERVERIUS-AS- NL,50673,11700,None
Hotel,FR,3256,2014,212.47.230.5,5-230-47-212.rev.cloud.scaleway.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2017-01-15,AS12876- FR,12876,20500,None
hedden,SC,3255,1995,93.174.93.133,no-reverse-dns-configured.com,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-01,QUASINETWORKS- NL,29073,12600,None
Unnamed,UA,3244,169,91.213.8.236,torsrvs.snydernet.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-04-11,XSERVER-IP-NETWORK-AS- UA,48031,11100,None
Scrubsss,FR,3243,451,195.154.117.163,195-154-117-163.rev.poneytelecom.eu,49257,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-05-28,AS12876- FR,12876,16100,None
NuclearShack,CA,3235,59,158.69.205.247,247.ip-158-69-205.net,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-10-15,OVH- FR,16276,11700,None
boywanders,FR,3232,811,5.196.88.116,boywanders.us,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-09-09,OVH- FR,16276,17000,None
maibrunn,CH,3227,604,179.43.188.206,179.43.188.206,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-05-03,PLI-AS - CH,51852,2460,None
tux3,FR,3226,933,163.172.175.174,174-175-172-163.rev.cloud.scaleway.com,9002,9032,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-09-18,AS12876 - FR,12876,11600,None
vautier,FR,3226,58,5.135.65.145,5.135.65.145,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-07,OVH - FR,16276,18200,None
Picassootje,NL,3225,1157,213.197.22.124,d5c5167c.ftth.concepts.nl,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2014-04-24,NL-CONCEPTS- NL,12871,19100,None
darrieux,SE,3224,1385,153.92.126.234,153.92.126.234,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-05-03,HOSTHATCH-ASN - HostHatch- Inc- US,63473,8170,None
torrelayqdtru,RU,3219,3630,46.188.4.37,gw-2kom.qdt.ru,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2014-04-25,CO-2COM-AS Moscow- RU,8334,11100,None
CatRelay,DE,3212,1533,89.163.249.200,doesnotexi.st,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-06-14,MYLOC-AS- DE,24961,14300,None
Nivrim,CZ,3210,834,46.28.110.244,46.28.110.244,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-08-14,WEDOS- CZ,197019,16000,None
torpidsFRtechcrea,FR,3209,2357,86.105.212.204,vps-20319.fhnet.fr,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.1-alpha on Linux,0,0,2017-01-01,FIRSTHEBERG - FR,197922,14100,[2a03:75c0:29:4f5f::1]:443
camoList,US,3208,6914,69.162.139.9,readme.tor.camolist.com,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-08-14,STEADFAST - Steadfast- US,32748,11000,[2607:f128:40:1212::45a2:8b09]:9001
Quintex1,US,3205,670,199.249.223.81,tor1.quintex.com,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2016-08-22,QUINTEX - Quintex Alliance Consulting- US,62744,7990,None
tux3,FR,3205,1463,163.172.175.174,174-175-172-163.rev.cloud.scaleway.com,9001,9031,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-09-17,AS12876 - FR,12876,17600,None
KagamineLenSpice,FR,3203,1163,195.154.117.182,195-154-117-182.rev.poneytelecom.eu,993,110,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-01-25,AS12876- FR,12876,18300,[2001:bc8:3829:400::1]:993
torpidsNLserverius,NL,3188,2399,217.12.208.117,torpidsnl.uaservers.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.1-alpha on Linux,0,0,2014-11-29,SERVERIUS-AS- NL,50673,16100,[2a00:1ca8:a7::1bb]:993
UseMoaBandwidth2,FR,3188,1313,163.172.42.239,163-172-42-239.rev.poneytelecom.eu,9002,9031,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-02-05,AS12876- FR,12876,22400,None
damita,UA,3187,4803,91.229.76.124,124-76-229-91.deltahost.com.ua,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-09-21,FREEHOST - UA,42331,8430,None
miv5,MD,3187,309,185.163.45.181,185-163-45-181.mivocloud.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2015-06-30,MIVOCLOUD - MD,39798,9200,[2001:67c:2db8:7::4c7]:443
torpidsDEevanzo,DE,3178,758,178.254.40.5,v49774.1blu.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2015-05-03,EVANZOAS- DE,42730,22000,None
franceAthuros,FR,3177,12594,5.135.21.37,5.135.21.37,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-11-02,OVH- FR,16276,18100,None
quebeconionb,CA,3177,106,144.217.60.239,ip239.ip-144-217-60.net,444,81,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-12-18,OVH- FR,16276,11600,None
poprelay72,NL,3176,624,80.100.7.153,a80-100-7-153.adsl.xs4all.nl,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-21,XS4ALL-NL Amsterdam- NL,3265,12200,None
quebeconion,CA,3173,106,144.217.60.239,ip239.ip-144-217-60.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-11-15,OVH- FR,16276,13400,None
Bonhoeffer,FR,3170,203,176.31.80.115,ip115.ip-176-31-80.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-10-16,OVH - FR,16276,10200,None
toBee,DE,3168,100,85.220.190.246,clint.blazing.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-11-22,MK-NETZDIENSTE-AS - DE,25394,17800,[2001:1640:11a::2]:9001
Dontbleed1,DE,3166,123,213.61.149.126,213.61.149.126,5901,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-04-22,COLT - GB,8220,7920,[2001:920:18c0:2:1001:101:0:1]:5901
vilo,DE,3159,447,46.20.35.114,host.de.appvz.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-07,MYLOC-AS - DE,24961,15000,None
Heimdall,FR,3158,2156,51.254.175.84,ip84.ip-51-254-175.eu,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2017-01-09,OVH- FR,16276,8130,None
shane,DE,3157,1428,176.67.169.254,frankfurt1.crashtrail.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-02-03,UK2NET-AS - GB,13213,10400,None
plainclothes,BE,3154,1140,178.32.47.140,ip140.ip-178-32-47.eu,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2016-07-28,OVH - FR,16276,20000,None
vilmorin,NL,3154,53,217.23.13.129,customer.kgovps.com,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-07,WORLDSTREAM +++ Transit Imports- NL,49981,12300,None
Janky328891,FR,3149,232,37.187.115.157,ns328891.janky.solutions,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-10-22,OVH- FR,16276,15300,None
o9k,DE,3149,462,81.7.10.68,tor-relay.overninethousand.de,1444,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2014-06-15,ISPPRO-AS EUserv / KOS-Online / Keepfree- DE,35366,13200,None
kasperskytor01,RO,3143,299,37.221.162.226,lh25627.voxility.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2013-11-12,VOXILITY- RO,3223,7670,None
TorSxFR01,FR,3142,4839,195.154.105.53,tor-middle.fr.tor.sx,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.8.7 on Linux,0,0,2015-03-30,AS12876- FR,12876,14800,None
heaney,RO,3136,1570,93.115.241.194,host.infinitesoftsolutions.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-02-03,CH-NET-AS- RO,41011,11900,None
Unnamed,NL,3135,920,45.63.42.91,45.63.42.91,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on OpenBSD,0,0,2017-01-19,AS-CHOOPA - Choopa- LLC- US,20473,23600,None
KagamineLenLostDest,CA,3128,439,198.27.66.159,198.27.66.159,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2014-11-17,OVH- FR,16276,11300,[2607:5300:60:1b9f::1]:443
yuicat2,KN,3127,89,198.167.223.38,host-198-167-223-38.resolv.to,8081,8080,0,1,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-06-24,CYBERDYNE- LR,37560,11800,[2c0f:f930:0:5::38]:8081
peu,CH,3124,1174,81.17.17.131,shinystarpride.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-11-13,PLI-AS- CH,51852,7740,None
bentleywashere3,US,3123,121,198.199.90.205,bentley.link,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-11-10,SERVERSTACK-ASN - ServerStack- Inc.- US,46652,11500,None
sinterklaas,NL,3123,917,85.17.172.75,85.17.172.75,80,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-05-19,LEASEWEB-NL Netherlands- NL,60781,12700,None
sotlar,NL,3123,3075,185.63.253.130,mail.sicherheitscenter-deutschland.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-12-01,HOSTPALACE-AS HostPalace Web Solution PVT LTD- IN,133229,12100,None
nightmare,FR,3110,752,195.154.97.43,nanodedi.ath.pw,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-06-22,AS12876- FR,12876,16800,None
julianSMN,FR,3109,5596,37.187.107.91,julian.meshwith.me,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-09-15,OVH- FR,16276,11400,None
TheEpTicExit2,SE,3109,211,95.215.45.78,this.is.a.tor.exit.node.covered.in.faded.ink,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-31,MAKONIX- LV,52173,10000,[2a02:7aa0:1619::2869:d289]:443
koreander,AT,3105,3290,50.7.115.67,50.7.115.67,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-28,COGENT-174 - Cogent Communications- US,174,13100,None
nc23radon,FR,3097,299,195.154.109.157,radon.srv.n2305.link,23425,23426,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-08-23,AS12876- FR,12876,20300,None
sp3v23,FR,3096,819,37.187.180.4,v23.ittk.it,2342,4223,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-04-20,OVH- FR,16276,11100,[2001:41d0:52:500::528]:2342
torpidsITseflow,IT,3096,2378,94.198.98.71,71-98.198.94.serverdedicati.seflow.it,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.1-alpha on Linux,0,0,2014-08-08,ASSEFLOW Amsterdam Internet Exchange (AMS-IX)- IT,49367,11100,None
onion,DE,3094,236,31.24.148.37,tor.never-afk.de,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-10-31,PLUTEX Hermann-Ritter-Str. 108- DE,49855,4240,None
Tiberius,DE,3094,2114,46.101.183.160,46.101.183.160,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.4.23 on Linux,0,0,2015-06-19,DIGITALOCEAN-GERMANY- DE,201229,12500,None
wg1337de,DE,3086,26,85.14.249.247,tor.bln.wg1337.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on FreeBSD,0,0,2016-11-13,MYLOC-AS- DE,24961,11000,[2001:4ba0:fff8:1:beef:8514:249:247]:443
AsiaArgento,FR,3082,727,195.154.91.139,tor.decio.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-06-09,AS12876- FR,12876,11500,[2001:bc8:208a::]:9050
enjoyhighspeed,GB,3079,914,45.76.131.34,45.76.131.34.vultr.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on OpenBSD,0,0,2017-01-15,AS-CHOOPA - Choopa- LLC- US,20473,13300,None
DrInsekTor,DE,3078,4318,91.143.91.142,tor.synkretie.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-08-11,ISPPRO-AS EUserv / KOS-Online / Keepfree- DE,35366,14800,None
Unnamed,MD,3078,172,178.175.131.194,torsrv6.snydernet.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-04-11,TRABIA trabia network- MD,43289,9410,[2a00:1dc0:2048::2]:443
artikel5ev2,DE,3077,113,87.118.122.30,this-is-a-tor-exit-node---keywebtor2.artikel5ev.de,443,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-10-29,KEYWEB-AS - DE,31103,8790,[2001:1b60:3:239:1003:103:0:1]:443
BungeeNet3,CA,3077,66,138.197.133.81,tor-middle.bungeetaco.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-11-01,DIGITALOCEAN-ASN-CA1 - Digital Ocean- Inc.- US,394362,15400,None
hera,CA,3077,382,149.56.110.250,250.ip-149-56-110.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-09-21,OVH - FR,16276,13000,None
Aerodynamik01,FR,3074,1155,5.196.23.64,64.ip-5-196-23.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2017-02-11,OVH - FR,16276,18300,None
laplace1814,DE,3074,202,81.7.18.84,81-7-18-84.blue.kundencontroller.de,4001,4030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-01-01,ISPPRO-AS EUserv / KOS-Online / Keepfree- DE,35366,14400,None
Casper03,FR,3069,620,176.31.191.26,ns3.casperlefantom.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-17,OVH- FR,16276,12100,None
itl10,UA,3065,721,217.12.223.214,itl10.localdomain,22,8080,0,0,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2016-07-28,ITLAS - UA,15626,14000,[2a02:27a8:0:2::10ca]:22
Quintex40,US,3063,684,199.249.223.49,199.249.223.49,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2017-03-12,QUINTEX - Quintex Alliance Consulting- US,62744,9790,None
alsaceonionb,FR,3062,111,149.202.238.204,204.238.202.149.fr-sbg.flexcloud.seflow.it,444,81,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-12-18,OVH- FR,16276,13900,None
budweisonion5,CZ,3062,1096,89.221.209.100,89.221.209.100,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-09-16,WEDOS - CZ,197019,13200,None
Quintex36,US,3061,685,199.249.223.45,199.249.223.45,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2017-03-12,QUINTEX - Quintex Alliance Consulting- US,62744,8780,None
DedicatedPi,CA,3055,628,149.56.204.126,tor.exit.relay.dedicatedpi.com,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-07-29,OVH - FR,16276,10000,None
bmwanon3,DE,3053,790,176.9.1.211,hotel.zq1.de,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2013-09-03,HETZNER-AS- DE,24940,15400,None
rutor,RU,3053,3846,94.242.59.147,94.242.59.147,9001,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-31,FISHNET-AS- RU,43317,11700,[2a00:1838:35:42::b648]:9001
EmpokNor,NL,3049,1488,5.79.68.161,Relay-J.tor-exit.network,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.0.1-alpha on Linux,0,0,2014-06-16,LEASEWEB-NL Netherlands- NL,60781,16600,[2001:1af8:4700:a012:1::1]:9001
WomTor,FR,3049,2358,212.47.239.151,151-239-47-212.rev.cloud.scaleway.com,8080,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2014-04-14,AS12876- FR,12876,10600,None
cmos,DE,3043,323,139.162.186.179,tor.de.darklord.space,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-10-17,LINODE-AP Linode- LLC- US,63949,20300,None
Unnamed,DE,3043,1615,85.195.107.250,85.195.107.250,9001,None,0,1,1,1,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-07-28,VELIANET-AS Hanau- DE,29066,10700,None
AlphaXYZ,FR,3037,768,163.172.135.172,node1.tor.angristan.xyz,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-05-08,AS12876 - FR,12876,10700,[2001:bc8:4400:2100::10:217]:9001
Trappist1,FR,3036,191,51.254.113.208,208.ip-51-254-113.eu,9001,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-22,OVH- FR,16276,9940,None
